DateExecuted,Type,MarketName,ContractName,Shares,Price,ProfitLoss,Fees,Risk,CreditDebit,URL
12/07/2019 5:50 PM,Buy No,Will Andrew Yang participate in the December Democratic debate?,No,2,$0.30,$0.00,$0.000,($0.600),($0.600),https://www.predictit.org/markets/detail/6120
12/07/2019 5:50 PM,Buy No,Will Tulsi Gabbard participate in the December Democratic debate?,No,1,$0.62,$0.00,$0.000,($0.620),($0.620),https://www.predictit.org/markets/detail/6119
12/07/2019 5:47 PM,Buy No,Will Andrew Yang participate in the December Democratic debate?,No,1,$0.30,$0.00,$0.000,($0.300),($0.300),https://www.predictit.org/markets/detail/6120
12/07/2019 5:47 PM,Buy No,Will Tulsi Gabbard participate in the December Democratic debate?,No,2,$0.62,$0.00,$0.000,($1.240),($1.240),https://www.predictit.org/markets/detail/6119
12/07/2019 5:45 PM,Sell Yes,Who will win the 2020 New Hampshire Democratic primary?,Warren,3,$0.14,($0.27),$0.000,$0.690,$0.420,https://www.predictit.org/markets/detail/5344
12/07/2019 5:45 PM,Sell Yes,Who will win the 2020 New Hampshire Democratic primary?,Warren,2,$0.14,($0.16),$0.000,$0.440,$0.280,https://www.predictit.org/markets/detail/5344
12/07/2019 5:45 PM,Sell No,Who will win the 2020 New Hampshire Democratic primary?,Sanders,1,$0.58,($0.13),$0.000,$0.710,$0.580,https://www.predictit.org/markets/detail/5344
12/07/2019 5:45 PM,Sell No,Who will win the 2020 New Hampshire Democratic primary?,Buttigieg,1,$0.72,$0.01,($0.001),($0.261),($0.252),https://www.predictit.org/markets/detail/5344
12/07/2019 5:45 PM,Sell No,Who will win the 2020 New Hampshire Democratic primary?,Yang,1,$0.94,$0.01,($0.001),($0.041),($0.032),https://www.predictit.org/markets/detail/5344
12/07/2019 5:44 PM,Sell No,Who will win the 2020 New Hampshire Democratic primary?,Clinton,1,$0.98,$0.02,($0.002),($0.033),($0.015),https://www.predictit.org/markets/detail/5344
12/07/2019 5:42 PM,Sell No,Who will win the 2020 New Hampshire Democratic primary?,Buttigieg,1,$0.72,($0.09),$0.000,($0.161),($0.251),https://www.predictit.org/markets/detail/5344
12/07/2019 5:42 PM,Sell No,Who will win the 2020 New Hampshire Democratic primary?,Yang,1,$0.94,$0.01,($0.001),($0.029),($0.020),https://www.predictit.org/markets/detail/5344
12/07/2019 5:42 PM,Sell No,Who will win the 2020 New Hampshire Democratic primary?,Clinton,1,$0.98,$0.02,($0.002),($0.030),($0.012),https://www.predictit.org/markets/detail/5344
12/07/2019 5:42 PM,Sell No,Who will win the 2020 New Hampshire Democratic primary?,Sanders,2,$0.58,($0.26),$0.000,$1.345,$1.085,https://www.predictit.org/markets/detail/5344
12/07/2019 5:41 PM,Sell No,Who will win the 2020 New Hampshire Democratic primary?,Buttigieg,2,$0.72,($0.18),$0.000,($0.292),($0.472),https://www.predictit.org/markets/detail/5344
12/07/2019 5:41 PM,Sell No,Who will win the 2020 New Hampshire Democratic primary?,Yang,2,$0.94,$0.02,($0.002),($0.022),($0.004),https://www.predictit.org/markets/detail/5344
12/07/2019 5:41 PM,Sell No,Who will win the 2020 New Hampshire Democratic primary?,Clinton,2,$0.98,$0.04,($0.004),($0.051),($0.015),https://www.predictit.org/markets/detail/5344
12/07/2019 5:41 PM,Sell No,Who will win the 2020 New Hampshire Democratic primary?,Sanders,2,$0.58,($0.26),$0.000,$1.245,$0.985,https://www.predictit.org/markets/detail/5344
12/07/2019 5:40 PM,Sell No,Who will win the 2020 New Hampshire Democratic primary?,Buttigieg,1,$0.72,($0.09),$0.000,($0.131),($0.221),https://www.predictit.org/markets/detail/5344
12/07/2019 5:40 PM,Sell No,Who will win the 2020 New Hampshire Democratic primary?,Yang,1,$0.94,$0.01,($0.001),$0.007,$0.016,https://www.predictit.org/markets/detail/5344
12/07/2019 5:40 PM,Sell No,Who will win the 2020 New Hampshire Democratic primary?,Clinton,1,$0.98,$0.02,($0.002),($0.021),($0.003),https://www.predictit.org/markets/detail/5344
12/07/2019 5:39 PM,Sell No,Who will win the 2020 New Hampshire Democratic primary?,Buttigieg,1,$0.72,($0.09),$0.000,$0.725,$0.635,https://www.predictit.org/markets/detail/5344
12/07/2019 5:39 PM,Sell Yes,Who will win the 2020 New Hampshire Democratic primary?,Warren,5,$0.14,($0.40),$0.000,$1.100,$0.700,https://www.predictit.org/markets/detail/5344
12/07/2019 5:17 PM,Buy Yes,How many candidates will participate in December Democratic debate?,7,2,$0.45,$0.00,$0.000,($0.900),($0.900),https://www.predictit.org/markets/detail/6123
12/07/2019 4:57 PM,Buy Yes,How many candidates will participate in December Democratic debate?,8,6,$0.36,$0.00,$0.000,($2.160),($2.160),https://www.predictit.org/markets/detail/6123
12/07/2019 4:56 PM,Buy Yes,How many candidates will participate in December Democratic debate?,7,3,$0.45,$0.00,$0.000,($1.350),($1.350),https://www.predictit.org/markets/detail/6123
12/07/2019 4:56 PM,Buy No,Will Andrew Yang participate in the December Democratic debate?,No,5,$0.30,$0.00,$0.000,($1.500),($1.500),https://www.predictit.org/markets/detail/6120
12/07/2019 4:55 PM,Buy No,Will Tulsi Gabbard participate in the December Democratic debate?,No,3,$0.62,$0.00,$0.000,($1.860),($1.860),https://www.predictit.org/markets/detail/6119
12/07/2019 4:48 PM,Sell No,Who will win the 2020 South Carolina Democratic primary?,Clinton,5,$0.95,$0.05,($0.005),$4.700,$4.745,https://www.predictit.org/markets/detail/5409
12/07/2019 4:48 PM,Sell No,Who will win the 2020 South Carolina Democratic primary?,Yang,1,$0.96,$0.02,($0.002),($0.054),($0.036),https://www.predictit.org/markets/detail/5409
12/07/2019 4:48 PM,Sell No,Who will win the 2020 South Carolina Democratic primary?,Yang,4,$0.96,$0.08,($0.008),($0.216),($0.144),https://www.predictit.org/markets/detail/5409
12/07/2019 4:48 PM,Sell No,Who will win the 2020 South Carolina Democratic primary?,Biden,2,$0.32,($0.60),$0.000,($0.684),($1.284),https://www.predictit.org/markets/detail/5409
12/07/2019 4:48 PM,Sell No,Who will win the 2020 South Carolina Democratic primary?,Biden,3,$0.32,($1.05),$0.000,($0.891),($1.941),https://www.predictit.org/markets/detail/5409
12/07/2019 4:47 PM,Sell No,Who will win the 2020 Nevada Democratic caucuses?,Clinton,5,$0.97,$0.15,($0.015),$4.700,$4.835,https://www.predictit.org/markets/detail/5522
12/07/2019 4:47 PM,Sell No,Who will win the 2020 Nevada Democratic caucuses?,Yang,2,$0.93,($0.02),$0.000,($0.108),($0.128),https://www.predictit.org/markets/detail/5522
12/07/2019 4:47 PM,Sell No,Who will win the 2020 Nevada Democratic caucuses?,Yang,3,$0.93,($0.03),$0.000,($0.162),($0.192),https://www.predictit.org/markets/detail/5522
12/07/2019 4:47 PM,Sell No,Who will win the 2020 Nevada Democratic caucuses?,Biden,2,$0.67,($0.22),$0.000,($0.396),($0.616),https://www.predictit.org/markets/detail/5522
12/07/2019 4:47 PM,Sell No,Who will win the 2020 Nevada Democratic caucuses?,Biden,3,$0.67,($0.33),$0.000,($0.594),($0.924),https://www.predictit.org/markets/detail/5522
12/07/2019 4:47 PM,Sell Yes,Will Donald Trump be impeached by year-end 2019?,Will-Trump-be-impeached-by-end-of-2019,3,$0.70,$0.87,($0.087),$1.230,$2.013,https://www.predictit.org/markets/detail/4319
12/07/2019 4:47 PM,Sell Yes,Will Donald Trump be impeached by year-end 2019?,Yes,2,$0.70,$0.62,($0.062),$0.780,$1.338,https://www.predictit.org/markets/detail/4319
12/07/2019 4:32 PM,Buy Yes,How many candidates will participate in December Democratic debate?,7,1,$0.44,$0.00,$0.000,($0.440),($0.440),https://www.predictit.org/markets/detail/6123
12/07/2019 4:31 PM,Buy Yes,How many candidates will participate in December Democratic debate?,8,1,$0.34,$0.00,$0.000,($0.340),($0.340),https://www.predictit.org/markets/detail/6123
12/07/2019 4:24 PM,Buy Yes,How many candidates will participate in December Democratic debate?,8,1,$0.36,$0.00,$0.000,($0.360),($0.360),https://www.predictit.org/markets/detail/6123
12/07/2019 4:24 PM,Buy No,Will Tulsi Gabbard participate in the December Democratic debate?,No,1,$0.61,$0.00,$0.000,($0.610),($0.610),https://www.predictit.org/markets/detail/6119
12/07/2019 4:18 PM,Buy Yes,How many candidates will participate in December Democratic debate?,8,3,$0.36,$0.00,$0.000,($1.080),($1.080),https://www.predictit.org/markets/detail/6123
12/07/2019 4:17 PM,Buy No,Will Tulsi Gabbard participate in the December Democratic debate?,No,7,$0.61,$0.00,$0.000,($4.270),($4.270),https://www.predictit.org/markets/detail/6119
12/07/2019 4:16 PM,Buy No,Will Andrew Yang participate in the December Democratic debate?,No,10,$0.29,$0.00,$0.000,($2.900),($2.900),https://www.predictit.org/markets/detail/6120
12/06/2019 6:21 PM,Sell No,Who will win the 2020 Iowa Democratic caucuses?,Buttigieg,5,$0.68,$0.00,$0.000,($1.440),($1.440),https://www.predictit.org/markets/detail/5241
12/05/2019 10:09 AM,Closed,Will Warren see an RCP polling bump after the November debate?,Yes,5,$0.00,($2.80),$0.000,$2.800,$0.000,https://www.predictit.org/markets/detail/6138
12/03/2019 1:23 PM,Buy Yes,How many candidates will participate in December Democratic debate?,8,5,$0.45,$0.00,$0.000,($2.250),($2.250),https://www.predictit.org/markets/detail/6123
12/03/2019 1:21 PM,Sell Yes,How many candidates will participate in December Democratic debate?,9,3,$0.03,($1.56),$0.000,$1.650,$0.090,https://www.predictit.org/markets/detail/6123
11/26/2019 3:03 PM,Buy Yes,How many candidates will participate in December Democratic debate?,9,3,$0.55,$0.00,$0.000,($1.650),($1.650),https://www.predictit.org/markets/detail/6123
11/21/2019 2:08 PM,Sell Yes,Who will win the 2020 Democratic presidential nomination?,Harris,5,$0.03,($0.60),$0.000,$0.750,$0.150,https://www.predictit.org/markets/detail/3633
11/21/2019 2:07 PM,Sell Yes,How many Democrats will have dropped out by Nov. 30?,11,9,$0.38,$0.63,($0.063),$2.790,$3.357,https://www.predictit.org/markets/detail/6070
11/21/2019 9:52 AM,Buy No,Who will win the 2020 Iowa Democratic caucuses?,Gabbard,5,$0.99,$0.00,$0.000,$0.030,$0.030,https://www.predictit.org/markets/detail/5241
11/20/2019 8:17 PM,Sell Yes,How many Democrats will have dropped out by Nov. 30?,11,1,$0.41,$0.10,($0.010),$0.310,$0.400,https://www.predictit.org/markets/detail/6070
11/20/2019 3:32 PM,Buy Yes,Will Warren see an RCP polling bump after the November debate?,Yes,5,$0.56,$0.00,$0.000,($2.800),($2.800),https://www.predictit.org/markets/detail/6138
11/20/2019 1:21 PM,Buy Yes,Will Donald Trump be impeached by year-end 2019?,Yes,3,$0.41,$0.00,$0.000,($1.230),($1.230),https://www.predictit.org/markets/detail/4319
11/20/2019 1:07 PM,Sell Yes,Will Donald Trump be impeached by year-end 2019?,Yes,3,$0.42,$0.07,($0.007),$1.190,$1.253,https://www.predictit.org/markets/detail/4319
11/20/2019 10:55 AM,Sell No,How many Democrats will have dropped out by Nov. 30?,9,5,$0.98,$1.65,($0.165),$3.250,$4.735,https://www.predictit.org/markets/detail/6070
11/20/2019 10:55 AM,Sell No,How many Democrats will have dropped out by Nov. 30?,9,5,$0.98,$0.46,($0.046),$4.440,$4.854,https://www.predictit.org/markets/detail/6070
11/20/2019 9:23 AM,Buy No,Who will win the 2020 New Hampshire Democratic primary?,Buttigieg,1,$0.71,$0.00,$0.000,($0.635),($0.635),https://www.predictit.org/markets/detail/5344
11/20/2019 9:22 AM,Buy Yes,Will Donald Trump be impeached by year-end 2019?,Yes,4,$0.39,$0.00,$0.000,($1.560),($1.560),https://www.predictit.org/markets/detail/4319
11/19/2019 2:41 PM,Buy No,How many Democrats will have dropped out by Nov. 30?,9,5,$0.65,$0.00,$0.000,($3.250),($3.250),https://www.predictit.org/markets/detail/6070
11/18/2019 10:05 PM,Sell Yes,How many Democrats will have dropped out by Nov. 30?,10,10,$0.37,$1.00,($0.100),$2.700,$3.600,https://www.predictit.org/markets/detail/6070
11/17/2019 9:26 AM,Closed,Which party will win the 2019 Louisiana gubernatorial race?,Republican,3,$1.00,$1.35,($0.135),$1.650,$2.865,https://www.predictit.org/markets/detail/5267
11/16/2019 10:54 PM,Sell No,What will the margin be in the 2019 Louisiana gubernatorial election?,45,1,$0.98,$0.23,($0.023),$0.750,$0.957,https://www.predictit.org/markets/detail/6127
11/16/2019 10:54 PM,Sell No,What will the margin be in the 2019 Louisiana gubernatorial election?,45,2,$0.98,$0.42,($0.042),$1.540,$1.918,https://www.predictit.org/markets/detail/6127
11/16/2019 10:53 PM,Sell Yes,What will the margin be in the 2019 Louisiana gubernatorial election?,10-15,1,$0.17,$0.08,($0.008),$0.090,$0.162,https://www.predictit.org/markets/detail/6127
11/16/2019 10:53 PM,Sell Yes,What will the margin be in the 2019 Louisiana gubernatorial election?,10-15,1,$0.17,$0.07,($0.007),$0.100,$0.163,https://www.predictit.org/markets/detail/6127
11/16/2019 10:53 PM,Sell Yes,What will the margin be in the 2019 Louisiana gubernatorial election?,15-20,1,$0.24,$0.14,($0.014),$0.100,$0.226,https://www.predictit.org/markets/detail/6127
11/16/2019 10:52 PM,Sell Yes,What will the margin be in the 2019 Louisiana gubernatorial election?,05-,1,$0.02,($0.08),$0.000,$0.100,$0.020,https://www.predictit.org/markets/detail/6127
11/16/2019 10:52 PM,Sell Yes,What will the margin be in the 2019 Louisiana gubernatorial election?,05-,1,$0.02,($0.11),$0.000,$0.130,$0.020,https://www.predictit.org/markets/detail/6127
11/16/2019 10:47 PM,Sell Yes,What will the margin be in the 2019 Louisiana gubernatorial election?,05-10,1,$0.12,$0.02,($0.002),$0.100,$0.118,https://www.predictit.org/markets/detail/6127
11/16/2019 10:47 PM,Sell Yes,What will the margin be in the 2019 Louisiana gubernatorial election?,05-10,1,$0.12,($0.01),$0.000,$0.130,$0.120,https://www.predictit.org/markets/detail/6127
11/15/2019 11:08 AM,Buy Yes,What will the margin be in the 2019 Louisiana gubernatorial election?,15-20,1,$0.10,$0.00,$0.000,($0.100),($0.100),https://www.predictit.org/markets/detail/6127
11/15/2019 11:08 AM,Buy No,Which party will win the 2019 Louisiana gubernatorial race?,Republican,2,$0.56,$0.00,$0.000,($1.120),($1.120),https://www.predictit.org/markets/detail/5267
11/15/2019 10:39 AM,Buy Yes,What will the margin be in the 2019 Louisiana gubernatorial election?,10-15,1,$0.09,$0.00,$0.000,($0.090),($0.090),https://www.predictit.org/markets/detail/6127
11/15/2019 10:39 AM,Buy Yes,What will the margin be in the 2019 Louisiana gubernatorial election?,05-10,1,$0.10,$0.00,$0.000,($0.100),($0.100),https://www.predictit.org/markets/detail/6127
11/15/2019 10:38 AM,Buy Yes,What will the margin be in the 2019 Louisiana gubernatorial election?,05-,1,$0.10,$0.00,$0.000,($0.100),($0.100),https://www.predictit.org/markets/detail/6127
11/15/2019 10:38 AM,Buy No,What will the margin be in the 2019 Louisiana gubernatorial election?,45,1,$0.75,$0.00,$0.000,($0.750),($0.750),https://www.predictit.org/markets/detail/6127
11/15/2019 10:32 AM,Buy Yes,What will the margin be in the 2019 Louisiana gubernatorial election?,05-10,1,$0.13,$0.00,$0.000,($0.130),($0.130),https://www.predictit.org/markets/detail/6127
11/15/2019 10:32 AM,Buy Yes,What will the margin be in the 2019 Louisiana gubernatorial election?,05-,1,$0.13,$0.00,$0.000,($0.130),($0.130),https://www.predictit.org/markets/detail/6127
11/15/2019 10:30 AM,Sell No,Which party will win the 2019 Louisiana gubernatorial race?,Republican,4,$0.56,$0.06,($0.006),$2.180,$2.234,https://www.predictit.org/markets/detail/5267
11/15/2019 10:27 AM,Buy Yes,What will the margin be in the 2019 Louisiana gubernatorial election?,10-15,1,$0.10,$0.00,$0.000,($0.100),($0.100),https://www.predictit.org/markets/detail/6127
11/15/2019 10:26 AM,Sell Yes,Will Donald Trump be impeached by year-end 2019?,Yes,1,$0.43,$0.02,($0.002),$0.410,$0.428,https://www.predictit.org/markets/detail/4319
11/15/2019 10:26 AM,Sell Yes,Who will win the 2020 South Carolina Democratic primary?,Harris,5,$0.01,($0.20),$0.000,$0.250,$0.050,https://www.predictit.org/markets/detail/5409
11/15/2019 10:25 AM,Sell Yes,Who will win the 2020 South Carolina Democratic primary?,Booker,5,$0.02,($0.35),$0.000,$0.450,$0.100,https://www.predictit.org/markets/detail/5409
11/15/2019 10:23 AM,Buy No,What will the margin be in the 2019 Louisiana gubernatorial election?,45,2,$0.77,$0.00,$0.000,($1.540),($1.540),https://www.predictit.org/markets/detail/6127
11/12/2019 8:53 PM,Buy No,Who will win the 2020 Iowa Democratic caucuses?,Buttigieg,5,$0.68,$0.00,$0.000,$1.440,$1.440,https://www.predictit.org/markets/detail/5241
11/12/2019 8:49 PM,Buy Yes,Will Donald Trump be impeached by year-end 2019?,Yes,2,$0.41,$0.00,$0.000,($0.820),($0.820),https://www.predictit.org/markets/detail/4319
11/12/2019 3:01 PM,Sell No,Who will win the 2020 Iowa Democratic caucuses?,Buttigieg,5,$0.68,$0.15,($0.015),($1.575),($1.440),https://www.predictit.org/markets/detail/5241
11/11/2019 4:41 PM,Buy No,Which party will win the 2019 Louisiana gubernatorial race?,Republican,3,$0.53,$0.00,$0.000,($1.590),($1.590),https://www.predictit.org/markets/detail/5267
11/11/2019 3:56 PM,Sell Yes,Which party will win the 2019 Louisiana gubernatorial race?,Democratic,5,$0.58,$0.05,($0.005),$2.850,$2.895,https://www.predictit.org/markets/detail/5267
11/11/2019 3:00 PM,Sell Yes,Who will win the 2020 New Hampshire Democratic primary?,Biden,5,$0.12,$0.00,$0.000,$0.600,$0.600,https://www.predictit.org/markets/detail/5344
11/11/2019 2:12 PM,Buy No,Which party will win the 2019 Louisiana gubernatorial race?,Republican,2,$0.56,$0.00,$0.000,($1.120),($1.120),https://www.predictit.org/markets/detail/5267
11/11/2019 2:03 PM,Buy Yes,Which party will win the 2019 Louisiana gubernatorial race?,Democratic,5,$0.57,$0.00,$0.000,($2.850),($2.850),https://www.predictit.org/markets/detail/5267
11/10/2019 6:33 PM,Buy No,How many Democrats will have dropped out by Nov. 30?,9,3,$0.88,$0.00,$0.000,($2.640),($2.640),https://www.predictit.org/markets/detail/6070
11/09/2019 10:22 PM,Buy Yes,How many Democrats will have dropped out by Nov. 30?,11,10,$0.31,$0.00,$0.000,($3.100),($3.100),https://www.predictit.org/markets/detail/6070
11/09/2019 7:37 PM,Buy No,How many Democrats will have dropped out by Nov. 30?,9,2,$0.90,$0.00,$0.000,($1.800),($1.800),https://www.predictit.org/markets/detail/6070
11/08/2019 12:09 PM,Buy Yes,How many Democrats will have dropped out by Nov. 30?,10,10,$0.27,$0.00,$0.000,($2.700),($2.700),https://www.predictit.org/markets/detail/6070
11/08/2019 9:38 AM,Sell No,Who will win the 2020 Democratic presidential nomination?,Bloomberg,5,$0.89,$0.16,($0.016),$4.245,$4.389,https://www.predictit.org/markets/detail/3633
11/07/2019 8:21 PM,Sell No,Who will win the 2020 Democratic presidential nomination?,Bloomberg,5,$0.88,$0.07,($0.007),$4.330,$4.393,https://www.predictit.org/markets/detail/3633
11/07/2019 8:18 PM,Buy No,Who will win the 2020 Iowa Democratic caucuses?,Buttigieg,5,$0.65,$0.00,$0.000,$1.575,$1.575,https://www.predictit.org/markets/detail/5241
11/07/2019 6:48 PM,Sell No,Who will win the 2020 Democratic presidential nomination?,Bloomberg,2,$0.88,($0.18),$0.000,$1.940,$1.760,https://www.predictit.org/markets/detail/3633
11/07/2019 6:48 PM,Sell No,Who will win the 2020 Democratic presidential nomination?,Bloomberg,2,$0.88,$0.00,$0.000,$1.760,$1.760,https://www.predictit.org/markets/detail/3633
11/07/2019 6:40 PM,Buy No,Who will win the 2020 Democratic presidential nomination?,Bloomberg,4,$0.87,$0.00,$0.000,($3.480),($3.480),https://www.predictit.org/markets/detail/3633
11/07/2019 6:20 PM,Sell No,Who will win the 2020 Democratic presidential nomination?,Bloomberg,3,$0.89,($0.24),$0.000,$2.910,$2.670,https://www.predictit.org/markets/detail/3633
11/07/2019 6:15 PM,Sell Yes,Who will win the 2020 Nevada Democratic caucuses?,Warren,5,$0.26,($0.50),$0.000,$1.800,$1.300,https://www.predictit.org/markets/detail/5522
11/07/2019 6:10 PM,Buy No,Who will win the 2020 Democratic presidential nomination?,Bloomberg,3,$0.87,$0.00,$0.000,($2.610),($2.610),https://www.predictit.org/markets/detail/3633
11/07/2019 6:09 PM,Sell Yes,Will Donald Trump be impeached by year-end 2019?,Will-Trump-be-impeached-by-end-of-2019,5,$0.49,$0.15,($0.015),$2.300,$2.435,https://www.predictit.org/markets/detail/4319
11/07/2019 6:01 PM,Buy No,Who will win the 2020 Democratic presidential nomination?,Bloomberg,5,$0.85,$0.00,$0.000,($4.250),($4.250),https://www.predictit.org/markets/detail/3633
11/07/2019 5:55 PM,Buy No,Who will win the 2020 Democratic presidential nomination?,Bloomberg,1,$0.87,$0.00,$0.000,($0.870),($0.870),https://www.predictit.org/markets/detail/3633
11/07/2019 5:55 PM,Sell No,Who will win the 2020 Iowa Democratic caucuses?,Yang,5,$0.96,$0.15,($0.015),$4.635,$4.770,https://www.predictit.org/markets/detail/5241
11/07/2019 5:53 PM,Sell Yes,Who will win the 2020 South Carolina Democratic primary?,Booker,5,$0.03,($0.28),$0.000,$0.430,$0.150,https://www.predictit.org/markets/detail/5409
11/07/2019 5:52 PM,Sell Yes,Who will win the 2020 South Carolina Democratic primary?,Harris,5,$0.02,($1.20),$0.000,$1.300,$0.100,https://www.predictit.org/markets/detail/5409
11/07/2019 5:51 PM,Buy No,Who will win the 2020 Democratic presidential nomination?,Bloomberg,4,$0.88,$0.00,$0.000,($3.520),($3.520),https://www.predictit.org/markets/detail/3633
11/07/2019 5:48 PM,Sell Yes,Who will win the 2020 Nevada Democratic caucuses?,Sanders,5,$0.23,$0.05,($0.005),$1.100,$1.145,https://www.predictit.org/markets/detail/5522
11/07/2019 5:01 PM,Buy Yes,Will Donald Trump be impeached by year-end 2019?,Yes,5,$0.46,$0.00,$0.000,($2.300),($2.300),https://www.predictit.org/markets/detail/4319
11/07/2019 1:17 PM,Buy Yes,Who will win the 2020 New Hampshire Democratic primary?,Biden,5,$0.12,$0.00,$0.000,($0.600),($0.600),https://www.predictit.org/markets/detail/5344
11/07/2019 1:17 PM,Buy No,Who will win the 2020 New Hampshire Democratic primary?,Buttigieg,5,$0.81,$0.00,$0.000,$0.855,$0.855,https://www.predictit.org/markets/detail/5344
11/07/2019 8:25 AM,Sell Yes,Will Donald Trump be impeached by year-end 2019?,Will-Trump-be-impeached-by-end-of-2019,4,$0.44,($0.12),$0.000,$1.880,$1.760,https://www.predictit.org/markets/detail/4319
11/07/2019 8:25 AM,Sell Yes,Will Donald Trump be impeached by year-end 2019?,Yes,1,$0.44,$0.11,($0.011),$0.330,$0.429,https://www.predictit.org/markets/detail/4319
11/06/2019 2:11 PM,Sell No,Who will win the 2020 Democratic presidential nomination?,Sanders,1,$0.86,$0.07,($0.007),($0.189),($0.126),https://www.predictit.org/markets/detail/3633
11/06/2019 2:11 PM,Sell No,Who will win the 2020 Democratic presidential nomination?,Sanders,4,$0.86,$0.40,($0.040),($0.864),($0.504),https://www.predictit.org/markets/detail/3633
11/05/2019 4:52 PM,Sell Yes,How many Democrats will have dropped out by Nov. 30?,11,5,$0.33,$0.25,($0.025),$1.400,$1.625,https://www.predictit.org/markets/detail/6070
11/05/2019 12:53 PM,Buy Yes,How many Democrats will have dropped out by Nov. 30?,11,5,$0.28,$0.00,$0.000,($1.400),($1.400),https://www.predictit.org/markets/detail/6070
11/03/2019 3:11 PM,Sell Yes,Who will win the 2020 New Hampshire Democratic primary?,Harris,2,$0.01,($0.20),$0.000,$0.220,$0.020,https://www.predictit.org/markets/detail/5344
11/03/2019 3:11 PM,Sell Yes,Who will win the 2020 New Hampshire Democratic primary?,Harris,3,$0.01,($0.30),$0.000,$0.330,$0.030,https://www.predictit.org/markets/detail/5344
11/03/2019 5:11 AM,Sell No,How many Democrats will have dropped out by Nov. 30?,10,1,$0.77,$0.11,($0.011),$0.660,$0.759,https://www.predictit.org/markets/detail/6070
11/02/2019 1:55 PM,Sell No,How many Democrats will have dropped out by Nov. 30?,10,1,$0.77,$0.11,($0.011),$0.660,$0.759,https://www.predictit.org/markets/detail/6070
11/02/2019 1:53 PM,Sell No,How many Democrats will have dropped out by Nov. 30?,10,2,$0.77,$0.24,($0.024),$1.300,$1.516,https://www.predictit.org/markets/detail/6070
11/01/2019 6:07 PM,Buy No,How many Democrats will have dropped out by Nov. 30?,10,2,$0.66,$0.00,$0.000,($1.320),($1.320),https://www.predictit.org/markets/detail/6070
11/01/2019 5:58 PM,Sell No,How many Democrats will have dropped out by Nov. 30?,10,2,$0.68,$0.06,($0.006),$1.300,$1.354,https://www.predictit.org/markets/detail/6070
11/01/2019 5:43 PM,Buy No,How many Democrats will have dropped out by Nov. 30?,10,4,$0.65,$0.00,$0.000,($2.600),($2.600),https://www.predictit.org/markets/detail/6070
11/01/2019 3:11 PM,Sell No,Who will win the 2020 Iowa Democratic caucuses?,Sanders,5,$0.81,$0.43,($0.043),($1.242),($0.855),https://www.predictit.org/markets/detail/5241
10/30/2019 5:17 PM,Buy No,Who will win the 2020 Nevada Democratic caucuses?,Clinton,5,$0.94,$0.00,$0.000,$0.270,$0.270,https://www.predictit.org/markets/detail/5522
10/29/2019 9:16 PM,Buy Yes,Who will win the 2020 Nevada Democratic caucuses?,Sanders,5,$0.22,$0.00,$0.000,($1.100),($1.100),https://www.predictit.org/markets/detail/5522
10/29/2019 7:04 PM,Buy No,Who will win the 2020 Nevada Democratic caucuses?,Yang,5,$0.94,$0.00,$0.000,$0.190,$0.190,https://www.predictit.org/markets/detail/5522
10/29/2019 7:03 PM,Buy No,Who will win the 2020 Nevada Democratic caucuses?,Biden,2,$0.78,$0.00,$0.000,($1.560),($1.560),https://www.predictit.org/markets/detail/5522
10/29/2019 6:52 PM,Buy No,Who will win the 2020 Nevada Democratic caucuses?,Biden,1,$0.78,$0.00,$0.000,($0.780),($0.780),https://www.predictit.org/markets/detail/5522
10/29/2019 5:56 PM,Buy No,Who will win the 2020 Nevada Democratic caucuses?,Biden,2,$0.78,$0.00,$0.000,($1.560),($1.560),https://www.predictit.org/markets/detail/5522
10/29/2019 5:44 PM,Buy No,Who will win the 2020 Democratic presidential nomination?,Bloomberg,3,$0.97,$0.00,$0.000,$0.076,$0.076,https://www.predictit.org/markets/detail/3633
10/29/2019 4:58 PM,Buy Yes,Who will win the 2020 Nevada Democratic caucuses?,Warren,5,$0.36,$0.00,$0.000,($1.800),($1.800),https://www.predictit.org/markets/detail/5522
10/29/2019 2:48 PM,Buy No,Who will win the 2020 Democratic presidential nomination?,Bloomberg,2,$0.97,$0.00,$0.000,$0.054,$0.054,https://www.predictit.org/markets/detail/3633
10/27/2019 7:42 PM,Sell No,Who will win the 2020 Iowa Democratic caucuses?,Biden,3,$0.85,$0.21,($0.021),($0.594),($0.405),https://www.predictit.org/markets/detail/5241
10/27/2019 7:05 PM,Sell No,Who will win the 2020 Iowa Democratic caucuses?,Biden,2,$0.85,$0.14,($0.014),($0.396),($0.270),https://www.predictit.org/markets/detail/5241
10/24/2019 11:19 AM,Sell Yes,Will Yang see an RCP polling bump from the Ohio debate?,Yang-RCP-bump-from-OH-debate,4,$0.01,($0.68),$0.000,$0.720,$0.040,https://www.predictit.org/markets/detail/6007
10/24/2019 11:19 AM,Sell Yes,Will Yang see an RCP polling bump from the Ohio debate?,Yes,6,$0.01,($1.99),$0.000,$2.050,$0.060,https://www.predictit.org/markets/detail/6007
10/24/2019 1:09 AM,Buy Yes,Will Yang see an RCP polling bump from the Ohio debate?,Yes,4,$0.18,$0.00,$0.000,($0.720),($0.720),https://www.predictit.org/markets/detail/6007
